id,comment_text,year,stars,target,neutral,negative
35,Большой выбор факультетов и направлений грамотные преподаватели Есть возможность с пользой провести свободное от учёбы время принимая участие в различных мероприятиях Рекомендую,2021,5,1
36,Лучший вуз в крае Отличные преподаватели Очень интересно прошло мое обучение Работаю по профессии Очень благодарна преподавателям за вклад в меня Обучение на высоте Знаний предоставляют огромное кол во только учись,2021,5,1
37,Отличный вуз Завершила обучение в 2010 году работаю по специальности Спасибо за хорошее образование Обучение на высоте Знаний предоставляют огромное кол во только учись Очень рекомендую,2021,5,1
38,Нет смысла сюда поступать ужасный и старый ремонт если не хотите чтобы на Вас падала штукатурка то не поступайте сюда преподаватели не лучше чем в Ранхигсе чаще подход к обучение даже хуже на дистанте вовсе забили на студентов еще может быть такое что на физру придется ездить на другой конец города Так что если есть одинаковые факультеты с Ранхигсом поступать в АГУ нет никакого смысла Все знакомые люди которые говорили что это хороший вуз после года обучения изменили свое мнение в худшую сторону,2021,1,3
39,Общежитие 6 10 не так уж и понравилось,2021,3,3
40,На календаре 30 августа мы сидим без общежития в другом городе в полном неведении заселят ли нас вообще Спасибо за заботу об иногородних студентах любимый университет Качество образования оставляет желать лучшего как и преподавательский состав Рекомендую искать альтернативу данному учебному заведению так как в нем интересуется только вашими деньгами а не качеством полученных знаний,2021,1,3
41,Плохой вуз,2021,1,3
42,Учился тут к счастью отчислился Проживал в 5 общежитие на время карантина с соседом вынуждены были уехать по возвращению узнали что наши вещи пропали а точнее были украдены сотрудниками самого общежития запись с камер конечно же нет Вещи пропали на крупную сумму у меня и у соседа от деканата ноль реакции сотрудники общежития вообще хотели поскорее отвязаться никак не возместили и никак не извинились Обходите мимо это заведение спокойнее будете,2021,1,3
43,Это лучший Вуз в Алтайском крае Подготовка высококвалифицированных кадров Спасибо за такую возможность учиться в родном городе,2021,5,1
44,Столовка огонь остальным соболезную,2021,5,2
45,Столовая в корпусе Л  просто супер Повара  боги а особенно администратор Татьяна Поступайте на ИББ это лучшее что со мной случалось Расписание всегда удобное и подстраивается под нужды студентов а преподаватели абсолютно прекрасные люди А теперь угадайте где я сказал правду,2021,5,1
46,Ужасный вуз знаний ноль оценки ставятся не честно Хотите хорошую оценку нужно поплакаться преподавателю и принести ему презент в пакете а на предложения заслужить отметку самостоятельно строгий отказ Общежития в ужасных условиях все кроме нового пятого В остальных студенты не живут а выживают Получить справку что ты там учишься или учился практически невозможно слишком тяжелая задача для сотрудников вуза,2020,1,3
47,Учусь в первом курсе поступал 2019 году на ИМиИТ ФМиИТ Предподователи самые лучшие приятная отмасфера Всегда проводится различные мероприятия одним словом никогда будет скучно Общежитии недавно построенные в связи с чем все оборудование новое буквально нет минусов Если вы хотели поступать универтситет это то что вы искали,2020,5,1
48,5 звёзд но АГИК лучше,2019,5,2
49,Хороший вуз и преподаватели тоже,2019,5,1
50,Проведите свои студенческие годы здесь  и они будут лучшими в вашей жизни,2019,5,1
51,Любимый ВУЗ всегда именно к вам хотела и у меня получилось Думаю ближайшие 5 лет будут очень запоминающимися,2019,5,1
52,Учусь три года это самое лучшее место где я учился за свою жизнь Преподаватели все адекватные понимают юмор если что то не можешь понять разъясняют Все классы и помещения с хорошим ремонтом везде есть вай фай,2018,5,1
53,Единственный достойный вуз в крае Развивается семимильными шагами Гуманитарные направления как всегда лучшие и что здорово что технические на высоком уровне За класическим образованием и знаниями только в АГУ,2018,5,1
54,Самый распиаренный универ Алтайского края Само здание отлично выглядит только снаружи Внутри вас ждут лабиринты из кабинетов а сами эти лабиринты уже давно никто не красил,2018,3,3
55,Закончила этот университет в этом году Биологический факультет Прекрасные преподаватели в самом университете всё очень красиво Рекомендую,2018,5,1
56,Отличный университет Высококвалифицированные преподаватели множество объектов университета которые позволяют развиваться не только в научной сфере но и в спортивной и творческой,2018,5,1
57,Один из лучших классических вузов России Высококлассные преподаватели Учиться здесь  значит открыть себе дорогу в будущее,2018,5,1
58,Отличный вуз с преподавателями высокого класса Училась в нем 5 лет проблем с трудоустройством после окончания не было,2018,5,1
59,Замечательный университет моя альма матер За 6 лет обучения в нём я получил 2 диплома с отличием бакалавриата и магистратуры Учился на факультете массовых коммуникаций филологии и политологии закончил бакалавриат и магистратуру по направлению Философия Своим образованием очень доволен и ни разу о своём выборе не пожалел Университет расположен в нескольких корпусах в самом центре Барнаула Вуз имеет широчайший перечень образовательных программ от средне специального образования и бакалавриата до аспирантуры и докторантуры Обучение проводят профессиональные и компетентные преподаватели большинство из которых имеют учёную степень и учёное звание Студенческий контингент также очень хороший сюда приходят учиться целеустремлённые и умные люди желающие добиться успеха и получить новые знания,2018,5,1
60,Учусь в АГУ на факультете МКФиП направление реклама и связи с общественностью Могу прямо сказать что хуже кафедры и преподавателей я не встречала Некомпетентные преподаватели которые мало того что не дают знаний так еще и не приходят на пары и грубят Назначают консультации и не приходят Помощи от них никакой не жди не в написании курсовой не в написании диплома Если ты поощрить их вовремя то всё диплом ты не увидишь Бегите отсюда и не поступайте если вам дороги ваши нервы деньги и здоровье,2018,1,3
61,Закончила данный университет Лучший ВУЗ в Алтайском крае и для гуманитариев и для технарей это АГУ Много разных факультетов с интересными и востребованными специальностям Лыжная база билеты в бассейн баскетбол волейбол аэробика ЛФК Лига студентов КВН Подготовительные курсы для поступающих Работаю по специальности разработчиком программного обеспечения,2017,5,1
62,Давненько я конечно закончил наш ВУЗ Но остались только теплые и лучшие воспоминания Профессионализм преподавателей выше всяких похвал Работаю по специальности и думаю что это благодаря именно АлтГУ,2017,5,1
63,Закончил с отличием АГУ в этом году и поступил сюда же в магистратуру АГУбезусловный лидер по образовательным услугам в Алтайском крае также хорошо котируется и за его пределами Вуз стабильно входит в число лучших университетов России занимает высоки места в различных рейтингах И это наглядно отражает уровень образования получаемого в стенах АГУ Во первых этому способствует высокий уровень компетентности и профессионализма преподавателей большая часть из них имеют учёные степени и звания Во вторых фундаментальность и современность знаний получаемых в АГУ Университет сохраняет традиции классического образования с одной стороны а с другой идёт в ногу со временем учебные курсы постоянно модернизируются открываются новые направления подготовки В третьих вуз предоставляет широкие возможности для развития студентов и преподавателей организует научные конференции форумы проводит встречи с известными учёными писателями публицистами журналистами политиками музыкантами и тд Хорошо развито международное сотрудничество Помимо учёбы и науки студенты имеют возможность проявлять себя в спорте творчестве общественных делах и тд За особые заслуги наиболее талантливым и активным студентам выплачиваются повышенные и именные стипендии Университет имеет хорошо развитую инфраструктуру большие корпуса расположенные в самом центре города в каждом из которых есть столовые и буфеты спортзал и спортивно оздоровительный комплекс лыжную базу услугами которой могут бесплатно пользоваться студенты преподаватели и сотрудники университета базы учебных практик и отдыха расположенные в Красилово и в Чемале Вуз имеет несколько общежитий и на данный момент достраивается новое современное общежитие на 1000 мест Также следует отметить отличную работу Лиги Студентов АГУ благодаря работе которой студенты имеют возможность посещать театры филармонию музеи различные другие мероприятия по льготной цене а также участвовать в различных конкурсах соревнованиях играх и тд проводимых под эгидой Лиги Студентов Мне учиться в АГУ очень нравится о своём выборе я ни разу не пожалел знания полученные и получаемые здесь очень интересны и актуальны и дают возможность развиваться дальше и применять эти знания в разных областях Годы проведённые в стенах АГУ буду всегда вспоминать с особой теплотой В заключение хочется выразить огромную благодарность преподавателям за их нелёгкий но очень ценный труд руководителям университета за то что делают всё возможное чтобы университет процветал и выходил на более высокий уровень Ну и всем тем кто выбирает куда пойти учиться можете смело выбирать АГУ Учиться здесь очень интересно знания получаемые здесь фундаментальны современны и актуальны и образование полученное в АГУ поможет в успешном построении карьеры,2016,5,1
64,Я закончила филосовский факультет Алтайского государственного университета Мне очень нравилось учиться в АГУ и в принципе сохранила о нем только хорошие воспоминания Вуз находится в самом центре города все корпуса расположены рядом поэтому добраться туда проблем не составляет В университете есть Лига Студентов куча различных отрядов секций и клубов В общем не зря АГУ считается лучшим вузом Алтайского края Сюда действительно стоит поступить,2016,5,1
65,Я в этом году выпускаюсь из АлтГУ и уверена что для запоминающихся студенческих лет здесь есть всё Квалифицированные преподаватели прекрасная инфраструктура студенческое самоуправление выездные практики Лига Студентов миллион событий в год которые превращают серые будни в праздник Здесь каждый найдет занятие по душе Не могу отдельно не написать о базе учебных практик и отдыха Красилово которая расположена на берегу прекрасного озера Сколько же воспоминаний связано с этим местом у каждого студента Признаюсь я люблю здесь учиться и уверена что лучшие люди у нас,2016,5,1
66,Учусь на факультете психологии в магистратуре закончила бакалавриат по психологии в 2014 году Писать буду про то что знаю и где училась Проходила повышение квалификации по психоанализу в Нске беседовала со студентами НГУ и ещё из некоторых других вузов других городов Ребята у них ВООБЩЕ НЕТ ПРАКТИКИ по сравнению с нами Не знаю как на других факультетах но во многих ВУЗах даются исключительно теоретические знания а у нас идёт хорошее сочетание теории с практикой Нас научили составлять программу организовывать и проводить психологические тренинги навыкам консультирования тому на что нужно обращать внимание навыкам арт терапии проективным методам даже методики на ценностно смысловую сферу давали Мы написали много заключений учились постепенно каждый кто хотел смог этому научиться Несмотря на популярные шутки про назначение диплома о высшем образовании гордо могу сказать что диплом психолога развязал мне руки в работе по специальности Даже более того наш ВУЗ на хорошем счету по моей специальности среди работодателей и в том числе в других городах Очень была этим приятно удивлена Осталась работать на кафедре беру проектные подработки в основном проведение тренингов очень это люблю без проблем Занятия интересные Кроме теоретически ориентированных и практических занятий на отработку навыков были тренинги личностного роста как раз на фото Доступ к личной терапии Корпус Л очень приятный по сравнению с остальными корпусами чистенькие аудитории своя столовка чистенькие туалеты Говорят не барнаульские ребята думают что в АГУ поступить нереально Не слушайте пожалуйста и другим говорите что это всё не так учились учились на бюджетном ещё и стипуху неплохую получали всё время У меня была возможность поехать учиться в ТГУ или в НГУ но остановила выбор на АГУ  как ни странно не пожалела ни дня Спасибо большое всем нашим преподавателям и всему университету за такие 4 года,2015,5,1
67,Бесплатная игротека каждую среду с 18 20 и каждую субботу с 15 00 в клубе интеллектуальных и настольных игр Fox Аудитория 317 тут рады всем приходите2015,5,2
68,Спасибо большое ректору и первому проректору от благотворительного сообщества Лига добра Более 10 ребят из детского дома 6 совершенно бесплатно отдохнули 2 дня на базе Красилово Это была их самая яркая поездка за лето Отдельное спасибо за бесплатный автобус который доставлял детей туда и обратно Как хорошо что в вузе в котором я училась думают о благотворительности,2014,5,2
69,Нормальный вуз Я там учусь В корпусе есть банкомат на первом этаже и крутой буфет на 9ом Оттуда открывается шикарный вид на Ленинский проспект и борщ по 16р продают куриная котлета за 28 За 100 рублей можно спокойно покушать первое второе напиток,2013,5,1
70,Хороший университет,2024,5,1
71,Очень добрые позитивные и хорошие работники гардероба Никогда не откажут в помощи если возникли какие то проблемы Всегда доброжелательное отношение,2024,5,1
72,Хороший институт Особенно одна женщина по имени Галина Меркурьева Она работает в библиотеке Несколько раз мне предлогала свою интим услуги за деньги Берёт не дорого и берёт очень качественно Рекомендую,2024,1,2
73,Многопрофессионально,2023,5,1
74,Сначала мне нравились предподаватели но когда время дошло до защиты началась просто жесть Я начинала писать свой диплом рано и постоянно его показывала и сдавала правок было совсем мало но смотреть их совершенно не хотели постоянно переносили на потом и в открытую грубили не хотели потратить и минуты времени в указанные часы их отношение даже доводило некоторых до истерик Также комиссия составила СПИСОК ТЕХ кто сдавал комиссии на стол и на подарки а это не меньше 20к ещё плюс цветы отдельно после самой защиты Также скорее всего была подделана уникальность у некоторых ребят потому что проверили ее за день до защиты В ПЕРВЫЙ РАЗ И из за того что научный руководитель не вносил правки своевременно игнорил ребят и грубил все получили 3 на защите просто потому что они не понимали даже что с их работой не так и я в том числе Не хочу пальцем указывать на опредленных людей и предподавателей Просто если какой нибудь поступающий увидит этот отзыв то поймет к чему стоит готовиться Особенно если вы собираетесь поступать на социологию или социальную работу,2022,1,3
75,Мне тут нравится я на бюджете учусь жаловаться не хочется,2021,5,1
76,Туалеты ужасные Плохо убирают В туалете нет мыла Раковина краны унитазы дверки кабинок  ко всему противно прикасаться Нельзя по человечески сделать уборку налить жидкого мыла в специальный отсек отмыть там все Ведь запах грязь и все это для АГУ,2019,1,3
77,Из плюсов этого корпуса  нет коридоров лабиринтов пластиковые окна довольно таки уютно внутри Из минусов  кто знает кабинет 27д меня поймет этот страшный опасный коридор он очень опасный там много трещин в стенах полуразвалившаяся конструкция Ещё один минус  это скамейки в кабинете 1д Будьте осторожны вы можете порвать свои джинсы колготки об гвозди торчащие со стороны скамейки  Я испортила 2 штанов многие мои одногруппники тоже порвали джинсы,2019,5,2
78,Столовка топ шикарный корпус без всяких лабиринтов,2019,5,1
79,Отучилась 4 года на филологическом Попала в волну до слияния факультетов Потрясающие преподаватели гуру своих предметов Лекции некоторых запоминала почти наизусть Помимо знаний вуз формирует картину мира вцелом Я рекомендую,2018,5,1
80,Университет который даёт возможности развития всем кто этого хочет и к этому стремится Здесь активная студенческая жизнь много насыщенных научных мероприятий 5 лет обучения здесь я училась ещё на специалитете ярко весёло и плодотворно,2018,5,1
81,Отличный университет Превосходный преподавательский состав часто входили в положение студентов возможности пересдать были практически бесконечны Достойное образование Закончила в 2014 году знаний хватило чтобы продолжить учебу в Санкт Петербурге,2018,4,1
82,Ужасное место,2023,1,3
83,Учусь здесь в данном корпусе 3 когда карпусь как больница как с еоруже так и в нутри лагают компы а так в целом норм,2023,4,2
84,Ну что писать  не поступайте сюда ради бога если хотите сохранить свои нервы и время,2023,1,3
85,Почитайте отзывы на флампе там все подробно расписано Не рекомендую сюда поступать,2023,1,3
86,В туалете нет никогда туалетной бумаги ремонта нет нормального сушилки для рук стоят нерабочие Везде грязь особенно в уборной В столовой бегают тараканы,2022,1,3
87,Любимый университет родной Институт химии и фармацевтических технологий Замечательные преподаватели фундаментальные знания которые открывают многие дороги интересная студенческая жизнь,2022,5,1
88,Хороший корпус повсюду чисто Находиться приятно Особенно порадовал туалет для мужчин Окно открывается чисто но нет туалетной бумаги Пришлось вооружаться листами черновиков Устраните пожалуйста эту проблему,2022,2,3
89,Связаться с администрацией вообще возможно,2021,1,2
90,Учебное заведение Корпус К,2019,4,2
91,Ай ай как все там круто,2024,5,1
92,Уже больше десяти лет хожу в университет начал со студента стал сотрудником и мне кажется по масштабам во всех направлениях АГУ является самым мощным ВУЗом,2023,5,1
93,Качество образования ниже низшего количество преподаваемых часов сравнимо с колледжем вуз скатился в дыру,2023,1,3
94,Часть 1 Настало время написать свой отзыв Отношение к студентам отвратительное Даже к активистам на которых весь вуз держится которые в лепёшку разбивались и пиарили вуз где только можно сами готовили материалы участвовали в научных форумах и конференциях сами проводили их и различные активности по своим интересам Когда вузу что то надо так сразу приходят к тебе и просят помощи Спасибо вам не скажут Ваше место у параши вот ваш лозунг на четыре года учёбы В том году активисты в соц сетях даже запустили флешмоб с каким то хештегом где критиковали отношение к ним Уважаемый абитуриент слышал про общежития которые дают студентам Так вот общаги вам дадут только на первый курс Потом пляшите как хотите Иностранцем делают много поблажек во время учёбы Их даже не отчисляют Только их заселят на всё время в нормальную 5 общагу Кстати об общаге Заведущей на всё пофиг Смотрели сериал Полицейский с рублёвки Там была такая героиня которая постоянно не втупляла чё происходит Взгляд на две тысячи ярдов и Не могу знать товарищ капитан Она как будто обдолбанная Эта также К ней приходишь и на всё слышишь один ответ с изумлёнными глазами Ну и что В общаге гопники вписки устраивают студенты жалуются А в ответ Ну и что Охрана от нефиг делать докапывается до студентов и несколько раз требовала обыскивать с нифига в том числе несовершеннолетних студентов Однажды они связались с родителями и наговорили им какую то фигню про то как их дети подрались с ними и с полицией Испортили новый год Я понимаю что им скучно Но это не проблемы студентов В общагу посторонним вход запрещён Сначала висят таблички о том что туда нельзя в сентябре в связи с заселением Потом оказывается что туда никого не пускают кроме родителей Логика бетонная мы не пускаем гостей потому что студенты пытаются их сами провести Так блин они потому и пытаются их провести потому что вы не даёте весь год Хотите совет Не разговаривайте с людьми в приёмной комиссии Всем пофиг на вас главное план выполнить Ради этого вас будут отговаривать поступать на одни программы в пользу других Доходит до того что потом студенты учатся на третьем курсе и задают вопросы преподавателям о том что это вообще за направление На кого нас учат Что мы будем делать,2023,1,3
95,Хочу выразить огромную благодарность данному учебному заведению в нём ты становишься не просто человеком а настоящей личностью В данном учебном заведении есть всё для комфортной учебы и хорошего времяпровождения Начать стоит с внешнего вида корпуса корпус С выполнен в шикарном стиле смотря на него появляется еще большее желание посещать данное заведение но на мой вгляд не хватает места для отдыха студентов лавочек или что то подобное Внутри корпус выполнем в четком деловом стиле что настраивает тебя на рабочий лад Работники гардероба всегда приветливы и крайне вежливы это особенно приятно в зимнюю пору когда ты заходишь с улицы замерзший и сонный Кабинеты хорошо оборудованны создавая атмосферу полного единения с наукой В корпусе С так же есть столовая с обширным меню видно что повара работают с душой поэтому кормят там всегда вкусно Что касается предодавателей люди с хорошей квалификацией я бы даже сказал прекрасной когда приходишь к ним на пару ты узнаешь много нового и интересного открываешь для себя новые знания и сам узнаешь про себя много нового и интересного о чем раньше и подумать не мог Все гуру своего дела материал остается в голове даже после нескольких лет после окончания дисциплины Так же в данном учебном заведении я нашёл много новых друзей с которыми активно продолжаю грызть гранит науки а так часто встречаюсь в неформальной обстановке ходим в библиотеку театры музеи Подводя итоги всего мною выше сказанного можно сделать вывод что АГУ а конкретно корпус С является лучшим местом для всех абитуриентов которые еще не определились куда им поступать пусть мой отзыв поможет вам принять единсвенное верное и правильное решение которое ОПРЕДЕЛЕННО изменит вашу жизнь Выражаю огромную благодарность всему преподавательскому составу и руковдству нашего с вами любимого Юридическому института,2023,5,1
96,Это жесть капец,2023,1,2
97,Слишком много наслышана о репутации этого заведения  желание поступать сюда пропало Учитывая все отзывы выше ,2023,1,2
98, Заканчиваешь 11 классов платишь огромные деньги по меркам края за учёбу в высшем учебном заведении АлтГУ а по факту попадаешь в корпус С который выглядит хуже многих шараг Когда я выбирал место для обучения меня даже не запустили в здание Так что же внутри В корпусе есть 4 этажа в виде сплошного каридора С ремонтом да но абсолютно не эстетичный и мрачный Из плюсов могу отметить только наличие пару диванчиков на каждом из этажей хотя и то опять же мало как по мне Многие аудитории пустые и блеклые Выделяется пожалуй только С1 так как она выполнена в виде некого амфитеатра и довольно хорошо оборудована Хах забавно но посути единственное помещение где чувствуется статус и бюджет заведения Профессорский состав сильный в основном мужчины а женский персонал по моему субъективному мнению странный и неприятный есть одно чудное исключение В студ активе АлтГУ полностью разочаровался так как не увидел ничего интересного Интересных квестов не заметил или их нет а на мероприятия берут в основном своих Был дурной опыт с администрацией корпуса она неприятная Важное уточнение В главном корпусе всё хорошо проблемы только с С Понимаете в чём дело я считаю что какой бы небыл сильный и хвалёный профессорский состав а учиться нужно нам с вами товарищи И тут возникает проблема в таком месте абсолютно нет вдохновения нет желания развиваться в направлении обучения Место мрачное и душное приходишь сюда только чтобы галочку поставили по посещаемости а более тут находится желания нет Да я считаю так Считаю что за свои деньги и свой статус надо соответствовать планке Если обощить и выдвинуть тезис то Корпус С АлтГУ неприятный Тройку в оценке накинул только за преподавателей,2023,3,3
99,Была здесь на мероприятии в потоковой аудитории 1с Холодно Проекторная ткань с пятнами Удобные новые парты и скамейки только крючков не заметила Гардеробщица приветливая охранник вежливый Спасибо что есть волонтёры благодаря ним понятно куда идти Была раз в актовом зале удобные кресла достаточно место На счёт звука и света не скажу тк мы не пользовались сценой В ларьках всё что угодно кажется можно найти Но вот холод всё впечатление испортил,2022,3,3
100,Поступила в Агу в 2022 году В приемной комиссии уговорили поступать именно на факультет психологии Сейчас я вижу что преподаватели максимально халатно относятся к своей работе они даже не скрывают  что за такие огромные деньги мы получаем каплю в море как нам сказали в первом семестре Очень много предметов не относящихся к нашей структуре Вместо психологии психофизиологии и тд мы учим такие предметы  как политика и управление проектный менеджмент человек в современном мире Так как на факультете полное отсутствие квалифицированых людей нам забивают время чем попало Как вы уже поняли есть такие преподаватели которые безразлично относятся к своей работе и студентам А есть такие как Пустовалова Елена Владимировна Оскорбляет на парах ведет очень грубый диалог Если Вы повернулись головой к своему соседу то вам не место в аудитории Вас унизят при всех и попробуют сопроводить в коридор Тем кто хотят получить знания практику и понимание о своей будущей профессии Вам здесь делать нечего Ценят здесь только нерусских Факультет психология,2023,1,3
101,Мои сыновья в 2023 году поступили в АлтГУ ИИМО и ИХиХФТ Хочется сказать огромное спасибо приемной комиссии и ВУЗу за четкость и понятность процедуры поступления своевременную информацию консультации по любым вопросам всегда на связи всегда готовы помочь Очень удобные ранжированные списки понятный личный кабинет абитуриента На текущий момент уже созданы беседы с поступившими ребятами где кураторы размещают всю актуальную информацию по заселению в общежития по распределению по группам и т д На данном этапе могу сказать что АлтГУ отработал на 100,2023,4,1
